,인허가일자,영업상태구분코드,영업상태명,상세영업상태명,폐업일자,소재지전화,지역명,사업장명,,지역명,관광지출액,전년도 관광지출액,검색건수,전년도 검색건수,방문자수,전년도 방문자수
622,2007-11-27,1,영업/정상,영업중,,,강원도 홍천군 서면 팔봉리 85번지,아침의 향기 관광펜션,,,,,,,,
623,2011-11-15,1,영업/정상,영업중,,433-6069,강원도 홍천군 화촌면 장평리 928,이화펜션,,,,,,,,
624,2012-05-24,1,영업/정상,영업중,,033-435-9164,강원도 홍천군 북방면 장항리 118-1번지,시실리펜션,,,,,,,,
625,2018-08-02,1,영업/정상,영업중,,,전라남도 보성군 문덕면 죽산리 104-12번지,파라다이스펜션,,,,,,,,
626,2018-07-30,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2306-1번지,도로시펜션,,,,,,,,
627,2018-07-31,1,영업/정상,영업중,,041-936-1823,충청남도 보령시 신흑동 2304-5번지,바다조아펜션,,,,,,,,
628,2011-07-08,1,영업/정상,영업중,,,경상북도 포항시 남구 호미곶면 강사리 194번지,라메르펜션리조트,,,,,,,,
629,2012-07-26,1,영업/정상,영업중,,,경상북도 포항시 북구 청하면 이가리 556-1,네이처 풀빌라,,,,,,,,
630,2012-08-06,1,영업/정상,영업중,,261-1600,경상북도 포항시 북구 청하면 청진리 65-1번지,씨 캐슬,,,,,,,,
631,2015-12-04,1,영업/정상,영업중,,,경상북도 포항시 남구 호미곶면 강사리,다모디,,,,,,,,
632,2016-11-30,1,영업/정상,영업중,,054-249-3000,경상북도 포항시 북구 송라면 광천리 491-1번지,송라 아쿠아,,,,,,,,
633,2018-08-31,1,영업/정상,영업중,,,인천광역시 옹진군 영흥면 내리 738-5 자연의집 펜션,네이쳐펜션,,,,,,,,
634,2011-05-27,1,영업/정상,영업중,,033-671-8383,강원도 양양군 강현면 회룡리 347번지,우드힐,,,,,,,,
635,2011-09-16,1,영업/정상,영업중,,033-673-1253,강원도 양양군 서면 내현리 30-14번지,지중해 풀빌라,,,,,,,,
636,2012-04-04,1,영업/정상,영업중,,033-671-8494,강원도 양양군 강현면 하복리 491,리틀포레스트,,,,,,,,
637,2013-05-28,1,영업/정상,영업중,,336722525,강원도 양양군 강현면 물갑리 254-5,몬띠마르 펜션,,,,,,,,
638,2017-04-17,1,영업/정상,영업중,,,강원도 양양군 손양면 수산리 6번지,요트랑,,,,,,,,
639,2018-01-16,1,영업/정상,영업중,,,강원도 양양군 양양읍 거마리 356번지,스테이비욘드,,,,,,,,
640,2007-07-19,1,영업/정상,영업중,,033-673-9111,강원도 양양군 현북면 중광정리 121-4번지,바다에서 떠오르는 해(본관),,,,,,,,
641,2008-04-29,1,영업/정상,영업중,,033-673-1442,강원도 양양군 현북면 중광정리 121-4번지,바다에서 떠오르는 해(별관),,,,,,,,
642,2010-08-10,1,영업/정상,영업중,,033-672-7090,강원도 양양군 현북면 하광정리 638-5,골든베이,,,,,,,,
643,2018-08-27,1,영업/정상,영업중,,,전라북도 무주군 무풍면 삼거리 127-11번지,문리버,,,,,,,,
644,2020-03-19,1,영업/정상,영업중,,,경상남도 남해군 미조면 송정리 550-3번지,바다풍경펜션도시어부,,,,,,,,
645,2020-03-30,1,영업/정상,영업중,,061-853-5486,전라남도 보성군 회천면 벽교리 520-32번지,은성펜션,,,,,,,,
646,2020-04-06,1,영업/정상,영업중,,,경기도 용인시 처인구 원삼면 목신리 375-3,김미화마을,,,,,,,,
647,2020-04-07,1,영업/정상,영업중,,,경상남도 통영시 산양읍 신전리 173-1번지,펜션 씨앤씨,,,,,,,,
648,2020-04-08,1,영업/정상,영업중,,,전라남도 해남군 화원면 영호리 2-14번지,아이엠펜션,,,,,,,,
649,2020-04-21,1,영업/정상,영업중,,,전라남도 신안군 압해읍 복룡리 147번지 아름다운펜션,아름다운펜션,,,,,,,,
650,2020-04-03,1,영업/정상,영업중,,,경상북도 포항시 북구 송라면 방석리 100번지,프레젠트 포항 펜션,,,,,,,,
651,2020-04-03,1,영업/정상,영업중,,,경상북도 포항시 북구 송라면 방석리 100번지,프레젠트 100 펜션,,,,,,,,
652,2020-04-03,1,영업/정상,영업중,,,경상북도 포항시 북구 송라면 방석리 100번지,포항 펜션 프레젠트,,,,,,,,
653,2020-04-03,1,영업/정상,영업중,,,경상북도 포항시 북구 송라면 방석리 100번지,포항 풀빌라 프레젠트,,,,,,,,
654,2020-06-01,1,영업/정상,영업중,,055-633-1351,경상남도 거제시 남부면 갈곶리 80-15번지 해금강휴게소,해금강하우스,,,,,,,,
655,2020-06-02,1,영업/정상,영업중,,041-931-0003,충청남도 보령시 신흑동 2257-1번지,화이트펜션,,,,,,,,
656,2020-04-14,1,영업/정상,영업중,,,"경상남도 통영시 광도면 덕포리 874번지 4,5,6동",통영구가네펜션,,,,,,,,
657,2020-04-14,1,영업/정상,영업중,,,경상남도 통영시 평림동 985번지 가동,자연인관광펜션,,,,,,,,
658,2020-05-25,1,영업/정상,영업중,,,강원도 원주시 판부면 금대리 1298,또아리하우스,,,,,,,,
659,2021-11-30,1,영업/정상,영업중,,,전라남도 완도군 금일읍 동백리 102-1,코로나펜션,,,,,,,,
660,2021-10-13,1,영업/정상,영업중,,,강원도 춘천시 서면 월송리 770-7,포레스트문,,,,,,,,
661,2021-11-15,1,영업/정상,영업중,,,강원도 강릉시 저동 42-6,까미경포펜션,,,,,,,,
662,2021-11-15,1,영업/정상,영업중,,,강원도 강릉시 저동 42-23,발리경포펜션,,,,,,,,
663,2021-10-22,1,영업/정상,영업중,,,전라남도 곡성군 죽곡면 하한리 977-4,화이트빌리지,,,,,,,,
664,2021-10-27,1,영업/정상,영업중,,,전라남도 고흥군 영남면 우천리 120,Obed Edom,,,,,,,,
665,2021-10-19,1,영업/정상,영업중,,1577-5948,경기도 양평군 단월면 산음리 856-2,빌리리조트,,,,,,,,
666,2021-10-21,1,영업/정상,영업중,,615527288,전라남도 완도군 신지면 신리 992-9,완도곰,,,,,,,,
667,2021-12-02,1,영업/정상,영업중,,,인천광역시 옹진군 영흥면 내리 1527-62,블랙트리하우스,,,,,,,,
668,2021-09-30,1,영업/정상,영업중,,055-855-1700,경상남도 사천시 서포면 비토리 산 43-4,시엘로,,,,,,,,
669,2021-11-11,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 190-29,여행스케치 B,,,,,,,,
670,2021-09-30,1,영업/정상,영업중,,,강원도 고성군 죽왕면 문암진리 364-23,더솔펜션,,,,,,,,
671,2021-11-04,1,영업/정상,영업중,,,경상북도 경주시 구정동 278-4,GRIMM(그림),,,,,,,,
672,2021-09-30,1,영업/정상,영업중,,,강원도 원주시 지정면 판대리 39-3,지니의 캠프,,,,,,,,
673,2023-03-06,1,영업/정상,영업중,,,경상남도 통영시 도산면 법송리 175-3,원탑,,,,,,,,
674,2023-03-06,1,영업/정상,영업중,,,강원도 횡성군 갑천면 삼거리 101-2,힐 스프링,,,,,,,,
675,2023-02-14,1,영업/정상,영업중,,,강원도 고성군 토성면 성대리 215-20,스테이 앤 다이닝 산,,,,,,,,
676,2023-03-30,1,영업/정상,영업중,,,강원도 영월군 주천면 신일리 901,몽상가의 정원,,,,,,,,
677,2023-03-23,1,영업/정상,영업중,,,경상남도 통영시 산양읍 남평리 294,야소디디,,,,,,,,
678,2023-03-30,1,영업/정상,영업중,,,경상북도 안동시 풍산읍 회곡리 755-3,더담다,,,,,,,,
679,2023-03-29,1,영업/정상,영업중,,,부산광역시 해운대구 중동 1021-3,물고기 미포,,,,,,,,
680,2023-02-10,1,영업/정상,영업중,,,전라남도 고흥군 동일면 덕흥리 산 124-6,나로인별빛,,,,,,,,
681,2023-03-16,1,영업/정상,영업중,,,경기도 가평군 상면 행현리 644,레이키푸이스토키즈리조트(Leikkipuisto),,,,,,,,
682,2023-03-03,1,영업/정상,영업중,,,충청북도 단양군 대강면 사인암리 18-2,비비아나 펜션,,,,,,,,
683,2023-02-16,1,영업/정상,영업중,,,강원도 강릉시 연곡면 삼산리 706,행복이 가득한 집,,,,,,,,
684,2023-03-03,1,영업/정상,영업중,,,경상북도 청도군 청도읍 거연리 794,오례,,,,,,,,
685,2023-03-17,1,영업/정상,영업중,,,경기도 가평군 청평면 대성리 406-1,지니키즈독채풀빌라,,,,,,,,
686,2023-03-28,1,영업/정상,영업중,,,경기도 가평군 조종면 운악리 417-10,하루키즈풀빌라,,,,,,,,
687,2023-03-28,1,영업/정상,영업중,,,충청남도 금산군 금산읍 상옥리 183-2,한옥1954,,,,,,,,
688,2023-03-28,1,영업/정상,영업중,,,경상남도 통영시 도산면 오륜리 549-4,통영더휴 B,,,,,,,,
689,2023-03-28,1,영업/정상,영업중,,,경상남도 통영시 도산면 오륜리 549-1,통영더휴 A,,,,,,,,
690,2023-02-07,1,영업/정상,영업중,,,경상북도 경주시 감포읍 노동리 553-4,지중서원,,,,,,,,
691,2023-03-29,1,영업/정상,영업중,,,충청북도 제천시 봉양읍 옥전리 58-13,미소가든펜션,,,,,,,,
692,2023-02-24,1,영업/정상,영업중,,,인천광역시 강화군 길상면 선두리 1049-12,노하,,,,,,,,
693,2023-03-22,1,영업/정상,영업중,,,강원도 강릉시 사천면 판교리 514-4,고심스테이,,,,,,,,
694,2023-02-17,1,영업/정상,영업중,,,인천광역시 옹진군 영흥면 내리 1624,메종 드 아일랜드,,,,,,,,
695,2023-02-03,1,영업/정상,영업중,,,경상남도 거제시 거제면 외간리 636-38 주8동,오션스테이8,,,,,,,,
696,2023-02-03,1,영업/정상,영업중,,,경상남도 거제시 거제면 외간리 636-35 주5동,오션스테이6,,,,,,,,
697,2023-02-03,1,영업/정상,영업중,,,경상남도 거제시 거제면 외간리 636-37 주7동,오션스테이7,,,,,,,,
698,2010-03-19,1,영업/정상,영업중,,055-867-8488,경상남도 남해군 창선면 동대리 244-1번지 남해관광펜션,남해관광펜션,,,,,,,,
699,2016-04-20,1,영업/정상,영업중,,,경상남도 남해군 서면 서상리 1151번지,더뷰 1151 풀빌라,,,,,,,,
700,2017-07-28,1,영업/정상,영업중,,,경상남도 남해군 삼동면 동천리 307-4번지,펜션 블루스톤,,,,,,,,
701,2018-02-22,1,영업/정상,영업중,,,경상남도 남해군 서면 서상리 1151-1번지,더뷰1151,,,,,,,,
702,2018-05-10,1,영업/정상,영업중,,055-863-5900,경상남도 남해군 남면 홍현리 268-1번지,파인트리리조트,,,,,,,,
703,2018-07-04,1,영업/정상,영업중,,,경상남도 남해군 남면 홍현리 196번지,상상속의 펜션,,,,,,,,
704,2018-07-04,1,영업/정상,영업중,,,경상남도 남해군 남면 홍현리 196번지,남해커플,,,,,,,,
705,2018-07-10,1,영업/정상,영업중,,,경상남도 남해군 남면 평산리 1079번지,품다 하나,,,,,,,,
706,2018-07-11,1,영업/정상,영업중,,,경상남도 남해군 남면 평산리 1070번지,씨앤뷰,,,,,,,,
707,2018-07-24,1,영업/정상,영업중,,,경상남도 남해군 남면 평산리 1067번지,모던스파,,,,,,,,
708,2017-08-01,1,영업/정상,영업중,,,경상남도 거제시 일운면 소동리 146-1번지,나무향기펜션,,,,,,,,
709,2017-12-27,1,영업/정상,영업중,,,경상남도 거제시 일운면 망치리 731-4번지,거제파인트리펜션,,,,,,,,
710,2017-08-01,1,영업/정상,영업중,,,경상남도 거제시 장목면 시방리 301-10번지,로제스(A)펜션,,,,,,,,
711,2018-06-01,1,영업/정상,영업중,,,경상남도 거제시 하청면 연구리 410-2번지,큐브아일랜드,,,,,,,,
712,2018-06-01,1,영업/정상,영업중,,,경상남도 거제시 하청면 연구리 412-1번지,큐브스테이,,,,,,,,
713,2014-12-19,1,영업/정상,영업중,,,경상남도 사천시 서포면 비토리 산 9-77,토끼와거북이,,,,,,,,
714,2015-05-19,1,영업/정상,영업중,,055-835-0057,경상남도 사천시 신수동 334-3,힐링에피소드펜션,,,,,,,,
715,2015-07-30,1,영업/정상,영업중,,055-855-7171,경상남도 사천시 서포면 비토리 산 9-43,별주부관광팬션,,,,,,,,
716,2016-09-05,1,영업/정상,영업중,,,경상남도 사천시 서포면 비토리 264-3,바다정원펜션,,,,,,,,
717,2013-12-02,1,영업/정상,영업중,,055-643-5690,경상남도 통영시 산양읍 신전리 289-2번지,모나미펜션,,,,,,,,
718,2014-10-28,1,영업/정상,영업중,,,경상남도 통영시 도산면 수월리 1267-1,마레미오 커플가족&오션뷰펜션,,,,,,,,
719,2014-12-04,1,영업/정상,영업중,,055-641-7899,경상남도 통영시 용남면 화삼리 2번지,하니스파펜션,,,,,,,,
720,2016-07-01,1,영업/정상,영업중,,,경상남도 통영시 산양읍 영운리 404-3번지,다온펜션,,,,,,,,
721,2016-08-17,1,영업/정상,영업중,,,경상남도 통영시 산양읍 미남리 457-3번지,가온누리,,,,,,,,
722,2016-10-26,1,영업/정상,영업중,,,경상남도 통영시 인평동 1266번지,쉐이리코타키나,,,,,,,,
723,2018-06-05,1,영업/정상,영업중,,,경상남도 통영시 도산면 수월리 178번지,SWICTH,,,,,,,,
724,2018-06-11,1,영업/정상,영업중,,,경상남도 통영시 평림동 635번지,성주산성,,,,,,,,
725,2018-07-23,1,영업/정상,영업중,,,강원도 화천군 화천읍 중리 98-5번지,라포레 98 B,,,,,,,,
726,2018-07-23,1,영업/정상,영업중,,,강원도 화천군 화천읍 중리 98-5번지,라포레 98 A,,,,,,,,
727,2006-02-01,1,영업/정상,영업중,,,강원도 평창군 봉평면 유포리 227-3번지,솔섬마을 관광펜션,,,,,,,,
728,2006-12-13,1,영업/정상,영업중,,033-336-1771,강원도 평창군 봉평면 원길리 1041-1번지,붓꽃섬 관광펜션,,,,,,,,
729,2008-01-10,1,영업/정상,영업중,,,강원도 평창군 봉평면 평촌리 550-1번지,베리온리조트,,,,,,,,
730,2008-04-29,1,영업/정상,영업중,,332-7778,강원도 평창군 방림면 계촌리 2228-2번지,그랑샤리오,,,,,,,,
731,2009-03-26,1,영업/정상,영업중,,033-336-0412,강원도 평창군 진부면 상월오개리 404번지 1통,체르맛트,,,,,,,,
732,2012-08-06,1,영업/정상,영업중,,033-335-8001,강원도 평창군 봉평면 평촌리 550-2번지,베리온리조트2,,,,,,,,
733,2013-06-15,1,영업/정상,영업중,,033-433-5171,강원도 홍천군 화촌면 군업리 959번지,강변통나무펜션,,,,,,,,
734,2017-10-20,1,영업/정상,영업중,,,강원도 홍천군 서석면 어론리 886-3번지,우노하우스2,,,,,,,,
735,2015-05-28,1,영업/정상,영업중,,,강원도 홍천군 서면 대곡리 1040-1,마이웨이 비발디 관광펜션,,,,,,,,
736,2016-06-02,1,영업/정상,영업중,,,강원도 홍천군 동면 덕치리 267-4번지,펜션21,,,,,,,,
737,2016-08-19,1,영업/정상,영업중,,,강원도 홍천군 서면 대곡리 1028-12,다인펜션,,,,,,,,
738,2012-07-30,1,영업/정상,영업중,,033-436-8300,강원도 홍천군 화촌면 군업리 884,소토보체,,,,,,,,
739,2005-01-12,1,영업/정상,영업중,,,강원도 강릉시 연곡면 삼산리 141번지,마운틴밸리관광펜션,,,,,,,,
740,2010-11-03,1,영업/정상,영업중,,033-660-5000,강원도 강릉시 연곡면 삼산리 95번지,힐스파이브 관광펜션,,,,,,,,
741,2015-06-11,1,영업/정상,영업중,,,강원도 강릉시 안현동 348-3,르샤트리,,,,,,,,
742,2013-11-07,1,영업/정상,영업중,,,강원도 고성군 토성면 천진리 105,천진낭만,,,,,,,,
743,2013-12-19,1,영업/정상,영업중,,,강원도 고성군 토성면 청간리,까사델아야,,,,,,,,
744,2018-02-28,1,영업/정상,영업중,,,강원도 고성군 토성면 아야진리 181-4번지,아야진 펜션 어울다,,,,,,,,
745,2018-03-19,1,영업/정상,영업중,,,강원도 고성군 간성읍 동호리 308-3,누볼라 풀빌라,,,,,,,,
746,2020-08-03,1,영업/정상,영업중,,,경상북도 안동시 와룡면 중가구리 435-2,톰소여의 모험,,,,,,,,
747,2020-06-22,1,영업/정상,영업중,,,전라북도 무주군 설천면 삼공리 373-19번지,덕유산 뜰 펜션,,,,,,,,
748,2020-06-29,1,영업/정상,영업중,,,강원도 춘천시 남산면 서천리 524-6,2020스파엔 풀빌라,,,,,,,,
749,2020-07-03,1,영업/정상,영업중,,061-857-3450,전라남도 보성군 벌교읍 장양리 565-5,벌교펜션민박,,,,,,,,
750,2020-07-29,1,영업/정상,영업중,,,경기도 양평군 옥천면 신복리 703-76,보물집,,,,,,,,
751,2020-08-14,1,영업/정상,영업중,,,경상북도 경주시 하동 836-16,페리토,,,,,,,,
752,2020-08-07,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 190-102,아띠펜션,,,,,,,,
753,2020-08-07,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2306-10,더 플라야(the PLAYA),,,,,,,,
754,2020-07-20,1,영업/정상,영업중,,,경상북도 포항시 남구 호미곶면 대보리 1-12,비다펠리즈,,,,,,,,
755,2020-07-22,1,영업/정상,영업중,,,경상남도 통영시 산양읍 신전리 173-4,통영바라봄펜션,,,,,,,,
756,2020-07-30,1,영업/정상,영업중,,,강원도 양양군 현북면 하광정리 596-7,탄비치,,,,,,,,
757,2020-08-12,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 79-1 (제부리 79-5),리멤버8펜션,,,,,,,,
758,2021-07-23,1,영업/정상,영업중,,,충청남도 청양군 대치면 광대리 270-3,콩매아,,,,,,,,
759,2021-04-30,1,영업/정상,영업중,,,경상북도 영덕군 병곡면 백석리 473-6,블루베이펜션,,,,,,,,
760,2021-07-21,1,영업/정상,영업중,,,경상북도 경주시 외동읍 신계리 740-7,리포소,,,,,,,,
761,2021-09-02,1,영업/정상,영업중,,,전라북도 군산시 옥도면 선유도리 353,선유도 씨에스타펜션,,,,,,,,
762,2021-08-27,1,영업/정상,영업중,,,경상남도 남해군 남면 평산리 1004,팰리스1470,,,,,,,,
763,2018-12-28,1,영업/정상,영업중,,,전라남도 진도군 의신면 금갑리 478,진도한옥펜션,,,,,,,,
764,2021-09-01,1,영업/정상,영업중,,,경상북도 포항시 남구 호미곶면 구만리 3-3,스타스케이프,,,,,,,,
765,2021-09-01,1,영업/정상,영업중,,,경상북도 포항시 남구 호미곶면 구만리 3,(주)은호,,,,,,,,
766,2022-11-20,1,영업/정상,영업중,,,경상북도 경주시 외동읍 신계리 921-2,어나더원,,,,,,,,
767,2023-01-13,1,영업/정상,영업중,,,전라남도 무안군 청계면 구로리 669,쓰리에스(유),,,,,,,,
768,2023-01-16,1,영업/정상,영업중,,,전라남도 강진군 성전면 월남리 725-1,자연이좋은사람들,,,,,,,,
769,2023-01-16,1,영업/정상,영업중,,,경상북도 영덕군 강구면 하저리 10-2,일화수펜션,,,,,,,,
770,2022-12-21,1,영업/정상,영업중,,,경상남도 남해군 남면 홍현리 366-1,미류,,,,,,,,
771,2023-01-18,1,영업/정상,영업중,,,충청남도 서산시 음암면 탑곡리 864-19,하얀그림정원 풀빌라,,,,,,,,
772,2022-12-13,1,영업/정상,영업중,,061-392-2300,전라남도 장성군 북하면 쌍웅리 237-16,백양휴블리제풀빌라,,,,,,,,
773,2022-12-13,1,영업/정상,영업중,,,경기도 가평군 조종면 상판리 120-5,계곡에풍덩펜션캠핑장,,,,,,,,
774,2022-12-29,1,영업/정상,영업중,,,인천광역시 강화군 화도면 장화리 285-8 고벵이펜션,인천 강화 고벵이 오션뷰 온수수영장 애견동반 풀빌라 펜션,,,,,,,,
775,2022-12-22,1,영업/정상,영업중,,,경상남도 사천시 서포면 비토리 264-5,해피비해피,,,,,,,,
776,2022-11-16,1,영업/정상,영업중,,,경상북도 경주시 양남면 하서리 317,마리벨317 B,,,,,,,,
777,2022-11-16,1,영업/정상,영업중,,,경상북도 경주시 양남면 하서리 317,마리벨317 A,,,,,,,,
778,2022-11-16,1,영업/정상,영업중,,,경상북도 경주시 양남면 하서리 317-2,마리벨317 C동,,,,,,,,
779,2022-11-16,1,영업/정상,영업중,,,경상북도 경주시 외동읍 신계리 536,리스테이 연월,,,,,,,,
780,2022-12-06,1,영업/정상,영업중,,,경기도 이천시 모가면 양평리 215-5,십일월오일,,,,,,,,
781,2023-01-15,1,영업/정상,영업중,,,경기도 가평군 설악면 이천리 230-1,까사스위스2,,,,,,,,
782,2023-01-10,1,영업/정상,영업중,,,강원도 춘천시 남산면 서천리 624,위시 풀빌라펜션,,,,,,,,
783,2023-01-11,1,영업/정상,영업중,,,울산광역시 북구 구유동 167,구유스테이,,,,,,,,
784,2022-12-30,1,영업/정상,영업중,,,경상북도 울릉군 울릉읍 사동리 879-7,아라펜션,,,,,,,,
785,2021-05-25,1,영업/정상,영업중,,,전라남도 담양군 월산면 오성리 산 119,구르미펜션,,,,,,,,
786,2021-05-28,1,영업/정상,영업중,,,충청남도 논산시 벌곡면 양산리 298-1,별빛마루 펜션,,,,,,,,
787,2021-05-17,1,영업/정상,영업중,,,전라북도 무주군 설천면 심곡리 551-9,포유콘도,,,,,,,,
788,2021-05-11,1,영업/정상,영업중,,032-832-2797,인천광역시 옹진군 자월면 승봉리 604 바다로가는길목민박,바다로 가는 길목,,,,,,,,
789,2021-06-03,1,영업/정상,영업중,,,경상남도 통영시 산양읍 연화리 41,웨스트사이드,,,,,,,,
790,2021-04-26,1,영업/정상,영업중,,061-453-3645,전라남도 무안군 해제면 창매리 858-1,무안한옥리조트,,,,,,,,
791,2021-05-04,1,영업/정상,영업중,,,전라남도 고흥군 금산면 신촌리 1246,거금아일랜드펜션,,,,,,,,
792,2021-04-30,1,영업/정상,영업중,,,강원도 홍천군 서면 굴업리 312,오캄럭스클럽H,,,,,,,,
793,2021-05-20,1,영업/정상,영업중,,063-584-5000,전라북도 부안군 변산면 격포리 282-24,라벤더펜션,,,,,,,,
794,2021-06-10,1,영업/정상,영업중,,,강원도 강릉시 초당동 316,초당하우스,,,,,,,,
795,2021-06-10,1,영업/정상,영업중,,,전라북도 군산시 옥도면 선유도리 25 망주봉 산장,망주봉산장 관광펜션,,,,,,,,
796,2021-07-02,1,영업/정상,영업중,,,경상남도 남해군 창선면 부윤리 71-11,비마이아일랜드,,,,,,,,
797,2021-06-18,1,영업/정상,영업중,,,전라북도 무주군 설천면 삼공리 530-1,다숲펜션,,,,,,,,
798,2021-06-01,1,영업/정상,영업중,,,경상남도 거제시 하청면 석포리 348,덕이네,,,,,,,,
799,2021-06-11,1,영업/정상,영업중,,,강원도 속초시 도문동 663-1,설악스카이,,,,,,,,
800,2014-11-10,1,영업/정상,영업중,,055)974-0344,경상남도 산청군 신안면 외송리 1052,참조은펜션,,,,,,,,
801,2004-08-02,1,영업/정상,영업중,,055-352-4300,경상남도 밀양시 단장면 고례리 1549-4번지,"물안개 피는 마을,들꽃향기",,,,,,,,
802,2007-09-11,1,영업/정상,영업중,,055-351-0082,경상남도 밀양시 단장면 범도리 850번지,밀양관광펜션 아름드리,,,,,,,,
803,2017-01-20,1,영업/정상,영업중,,,경상남도 고성군 삼산면 장치리 586-1,수성그린비,,,,,,,,
804,2005-10-27,1,영업/정상,영업중,,055-681-6867,경상남도 거제시 일운면 와현리 611번지,풍차언덕관광펜션,,,,,,,,
805,2005-12-30,1,영업/정상,영업중,,055-681-0521,경상남도 거제시 일운면 구조라리 781-2번지,윤들펜션,,,,,,,,
806,2006-08-07,1,영업/정상,영업중,,,경상남도 거제시 일운면 구조라리 420-2,바다그린(BADAGREEN),,,,,,,,
807,2007-03-08,1,영업/정상,영업중,,867-2253,경상남도 남해군 미조면 송정리 304-4번지,프랑스리조트,,,,,,,,
808,2008-11-14,1,영업/정상,영업중,,055-863-2933,경상남도 남해군 서면 작장리 682-2번지 펜션남해스토리,펜션남해스토리,,,,,,,,
809,2010-03-19,1,영업/정상,영업중,,,경상남도 남해군 창선면 서대리 477-2,시아도펜션,,,,,,,,
810,2018-03-28,1,영업/정상,영업중,,031-985-4312,경기도 김포시 월곶면 성동리 169-1번지,문수산 펜션,,,,,,,,
811,2018-09-28,1,영업/정상,영업중,,,충청남도 공주시 사곡면 고당리 262-3,공주소풍관광펜션,,,,,,,,
812,2018-09-28,1,영업/정상,영업중,,,충청남도 공주시 사곡면 고당리 262-6번지,공주알프스관광펜션,,,,,,,,
813,2018-09-12,1,영업/정상,영업중,,,전라남도 영암군 영암읍 개신리 319-6번지,별이랑펜션,,,,,,,,
814,2018-09-12,1,영업/정상,영업중,,,전라남도 영암군 영암읍 회문리 21-3번지 영암펜션,영암펜션,,,,,,,,
815,2018-09-08,1,영업/정상,영업중,,,충청남도 태안군 안면읍 승언리 1332번지,해비알,,,,,,,,
816,2018-09-28,1,영업/정상,영업중,,,충청남도 공주시 사곡면 고당리 300-1번지,굿모닝 관광펜션,,,,,,,,
817,2020-09-10,1,영업/정상,영업중,,,강원도 춘천시 서면 신매리 67-8,리버스토리 1210,,,,,,,,
818,2020-09-14,1,영업/정상,영업중,,,강원도 강릉시 사천면 사천진리 192-5,하하스테이,,,,,,,,
819,2020-09-22,1,영업/정상,영업중,,,경상남도 거제시 동부면 율포리 811-1,리을2,,,,,,,,
820,2020-10-20,1,영업/정상,영업중,,,충청남도 태안군 남면 신온리 833-168,골든웨이브 관광펜션,,,,,,,,
821,2020-10-20,1,영업/정상,영업중,,,충청남도 태안군 남면 몽산리 603-12,엘플레이트 풀빌라,,,,,,,,
822,2020-10-26,1,영업/정상,영업중,,,전라북도 무주군 설천면 심곡리 617-1,장미펜션,,,,,,,,
823,2020-10-26,1,영업/정상,영업중,,,전라북도 무주군 설천면 삼공리 810-3,양지 뜰 펜션,,,,,,,,
824,2020-10-26,1,영업/정상,영업중,,,전라북도 무주군 설천면 심곡리 738-1,라이프 펜션,,,,,,,,
825,2020-11-03,1,영업/정상,영업중,,,경상남도 합천군 용주면 가호리 328-2,(주)블룸엑스네트워크코리아,,,,,,,,
826,2020-11-16,1,영업/정상,영업중,,,충청남도 태안군 소원면 모항리 829-3,라운지14,,,,,,,,
827,2022-10-13,1,영업/정상,영업중,,,경기도 남양주시 오남읍 팔현리 249-1,마실,,,,,,,,
828,2022-09-26,1,영업/정상,영업중,,,경상남도 통영시 사량면 금평리 1097-7,통영엘피스36오션뷰풀빌라펜션,,,,,,,,
829,2022-11-09,1,영업/정상,영업중,,,강원도 삼척시 근덕면 용화리 14-18 스테이용화,스테이용화,,,,,,,,
830,2022-10-11,1,영업/정상,영업중,,,전라북도 진안군 부귀면 봉암리 330-3,동몽원,,,,,,,,
831,2022-11-04,1,영업/정상,영업중,,,전라남도 화순군 동면 경치리 472,어흥스테이,,,,,,,,
832,2022-11-04,1,영업/정상,영업중,,,경상남도 남해군 이동면 화계리 638,스튜디오인남해,,,,,,,,
833,2022-11-03,1,영업/정상,영업중,,,전라남도 진도군 진도읍 산월리 631-12,410민박,,,,,,,,
834,2022-10-06,1,영업/정상,영업중,,,경상북도 영덕군 영덕읍 대부리 106-1,리브포레스트 풀빌라,,,,,,,,
835,2022-09-05,1,영업/정상,영업중,,,경상북도 경주시 구정동 278-6,윤스토리,,,,,,,,
836,2022-09-15,1,영업/정상,영업중,,,경상북도 문경시 마성면 신현리 110-9,문경민박 13월의 아침,,,,,,,,
837,2022-09-18,1,영업/정상,영업중,,,경상북도 문경시 마성면 신현리 110-13,문경민박 13월의 아침2,,,,,,,,
838,2022-10-20,1,영업/정상,영업중,,,경상남도 사천시 서포면 비토리 264-4,비토섬 풀빌라,,,,,,,,
839,2022-10-24,1,영업/정상,영업중,,,경상북도 칠곡군 동명면 기성리 807,에스에스(SS),,,,,,,,
840,2022-11-09,1,영업/정상,영업중,,,강원도 홍천군 북방면 노일리 736,빌리지 736,,,,,,,,
841,2022-11-09,1,영업/정상,영업중,,,강원도 홍천군 북방면 노일리 736-1,빌리지 736-1,,,,,,,,
842,2021-04-12,1,영업/정상,영업중,,,충청남도 태안군 안면읍 황도리 69,바다N,,,,,,,,
