일자,WAR,WPA,Y_SCORE,SCORE,전일비,,등락률,OPS,Woba,Wrct
2016-05-29,"1,432,000","1,434,000",12,0, ,0,0,"190,213","271,625",0.02
2016-05-28,"1,420,000","1,436,000",2,12,▲,"24,000",1.71,"204,572","291,530",0.02
2016-05-27,"1,423,000","1,425,000",5,2,▼,"-8,000",-0.57,"328,810","463,675",0.02
2016-05-26,"1,402,000","1,422,000",1,5,▲,"1,000",0.07,"262,256","369,664",0.02
2016-05-25,"1,400,000","1,438,000",3,1,▼,"-3,000",-0.21,"281,426","398,596",0.02
2016-05-24,"1,405,000","1,428,000",10,3,▲,"12,000",0.85,"236,884","335,854",0.02
2016-05-23,"1,442,000","1,443,000",5,10,▼,"-33,000",-2.3,"275,155","389,430",0.02
2016-05-22,"1,422,000","1,442,000",2,5,▲,"20,000",1.41,"246,769","352,998",0.02
2016-05-21,"1,394,000","1,419,000",1,2,▲,"33,000",2.38,"299,318","421,723",0.02
2016-05-20,"1,376,000","1,397,000",3,1,▲,"20,000",1.47,"355,901","491,917",0.02
2016-05-19,"1,353,000","1,365,000",0,3,▲,"32,000",2.4,"268,586","364,680",0.02
2016-05-18,"1,315,000","1,342,000",7,0,▲,"25,000",1.91,"202,837","270,085",0.02
2016-05-17,"1,322,000","1,326,000",4,7,▼,"-24,000",-1.8,"243,724","319,935",0.02
2016-05-16,"1,335,000","1,338,000",5,4,▼,"-24,000",-1.77,"199,259","265,218",0.02
2016-05-15,"1,357,000","1,357,000",6,5,▲,"6,000",0.44,"208,828","282,336",0.03
2016-05-14,"1,347,000","1,349,000",0,6,▲,"4,000",0.3,"146,594","195,994",0.03
2016-05-13,"1,331,000","1,347,000",5,0,▲,"4,000",0.3,"139,213","186,682",0.02
2016-05-12,"1,335,000","1,351,000",1,5,▼,"-9,000",-0.67,"291,124","389,829",0.02
2016-05-11,"1,348,000","1,357,000",3,1,▼,"-12,000",-0.88,"306,862","414,267",0.03
2016-05-10,"1,343,000","1,362,000",3,3,▲,"13,000",0.96,"193,847","261,559",0.03
2016-05-09,"1,349,000","1,349,000",3,3,▲,"8,000",0.6,"179,690","241,309",0.03
2016-05-08,"1,328,000","1,349,000",2,3,▲,"14,000",1.06,"261,413","350,766",0.03
2016-05-07,"1,319,000","1,333,000",4,2,▲,"30,000",2.31,"370,592","491,034",0.03
2016-05-06,"1,295,000","1,302,000",1,4,▼,"-13,000",-0.99,"209,205","271,170",0.03
2016-05-05,"1,306,000","1,312,000",6,1,▲,"12,000",0.92,"212,428","277,551",0.03
2016-05-04,"1,299,000","1,304,000",0,6,▼,"-1,000",-0.08,"133,300","173,068",0.03
2016-05-03,"1,298,000","1,299,000",1,0,▲,"12,000",0.93,"229,431","295,667",0.04
2016-05-02,"1,306,000","1,312,000",5,1,▼,"-35,000",-2.65,"276,353","358,070",0.03
2016-05-01,"1,296,000","1,322,000",10,5,▲,"22,000",1.69,"237,942","310,998",0.03
2016-04-30,"1,297,000","1,309,000",5,10,▼,"-13,000",-0.99,"269,753","350,387",0.03
2016-04-29,"1,319,000","1,322,000",6,5,▼,"-2,000",-0.15,"185,296","243,696",0.03
2016-04-28,"1,277,000","1,317,000",2,6,▲,"13,000",1,"234,884","305,214",0.02
2016-04-27,"1,323,000","1,325,000",10,2,▼,"-35,000",-2.62,"279,959","366,663",0.03
2016-04-26,"1,336,000","1,341,000",1,10,▲,"1,000",0.07,"210,796","281,405",0.03
2016-04-25,"1,342,000","1,346,000",4,1,▲,"6,000",0.45,"180,461","240,888",0.03
2016-04-24,"1,326,000","1,331,000",2,4,▲,"30,000",2.31,"213,589","282,996",0.03
2016-04-23,"1,296,000","1,312,000",6,2,▲,"4,000",0.31,"206,958","269,560",0.03
2016-04-22,"1,305,000","1,312,000",3,6,▼,"-8,000",-0.61,"300,039","388,459",0.02
2016-04-21,"1,310,000","1,320,000",6,3,▼,"-21,000",-1.58,"476,265","621,064",0.02
2016-04-20,"1,353,000","1,360,000",4,6,▼,"-47,000",-3.43,"260,023","348,688",0.02
2016-04-19,"1,363,000","1,381,000",6,4,▼,"-1,000",-0.07,"176,068","242,169",0.02
2016-04-18,"1,375,000","1,379,000",3,6,▲,"3,000",0.22,"240,919","330,193",0.02
2016-04-17,"1,387,000","1,390,000",1,3,▲,"3,000",0.22,"357,080","488,418",0.02
2016-04-16,"1,351,000","1,373,000",0,1,▼,"-2,000",-0.15,"383,480","520,781",0.03
2016-04-15,"1,354,000","1,371,000",12,0,▲,"23,000",1.71,"267,729","365,461",0.03
2016-04-14,"1,359,000","1,360,000",2,12,▲,"8,000",0.6,"358,509","484,026",0.03
2016-04-13,"1,327,000","1,342,000",5,2,▲,"13,000",0.98,"291,061","389,039",0.03
2016-04-12,"1,313,000","1,325,000",1,5,▼,"-2,000",-0.15,"241,197","317,887",0.03
2016-04-11,"1,310,000","1,334,000",3,1, ,0,0,"227,443","301,531",0.03
2016-04-10,"1,300,000","1,328,000",10,3,▲,"25,000",1.92,"264,015","346,851",0.03
2016-04-09,"1,300,000","1,307,000",5,10,▲,"15,000",1.17,"298,374","388,582",0.03
2016-04-08,"1,293,000","1,305,000",2,5,▼,"-27,000",-2.05,"284,488","367,408",0.03
2016-04-07,"1,306,000","1,323,000",1,2,▼,"-1,000",-0.08,"242,946","318,439",0.03
2016-04-06,"1,314,000","1,336,000",3,1, ,0,0,"224,940","297,051",0.03
2016-04-05,"1,336,000","1,336,000",0,3,▼,"-21,000",-1.57,"298,200","393,943",0.05
2016-04-04,"1,330,000","1,339,000",7,0,▲,"35,000",2.69,"498,718","665,032",0.05
2016-04-03,"1,299,000","1,305,000",4,7,▲,"7,000",0.54,"390,332","506,351",0.05
2016-04-02,"1,268,000","1,295,000",5,4,▲,"38,000",3.03,"370,250","474,287",0.05
2016-04-01,"1,240,000","1,265,000",6,5,▲,"6,000",0.48,"198,608","248,519",0.05
2016-03-31,"1,260,000","1,264,000",0,6, ,0,0,"318,481","400,946",0.06
2016-03-30,"1,230,000","1,251,000",5,0,▲,"54,000",4.52,"510,922","633,743",0.06
2016-03-29,"1,200,000","1,203,000",1,5,▲,"7,000",0.59,"247,977","297,372",0.05
2016-03-28,"1,205,000","1,212,000",3,1,▼,"-29,000",-2.38,"349,101","418,417",0.05
2016-03-27,"1,219,000","1,228,000",3,3, ,0,0,"198,954","242,482",0.06
2016-03-26,"1,220,000","1,235,000",3,3,▼,"-15,000",-1.22,"278,537","338,901",0.06
2016-03-25,"1,211,000","1,234,000",2,3,▲,"18,000",1.48,"407,358","497,570",0.06
2016-03-24,"1,228,000","1,229,000",4,2,▼,"-15,000",-1.22,"324,636","394,081",0.07
2016-03-23,"1,209,000","1,235,000",1,4,▲,"35,000",2.93,"469,517","572,725",0.07
2016-03-22,"1,186,000","1,209,000",6,1,▲,"15,000",1.27,"558,503","668,109",0.05
2016-03-21,"1,189,000","1,203,000",0,6,▼,"-95,000",-7.45,"1,277,983","1,515,715",0.05
2016-03-20,"1,270,000","1,287,000",1,0,▼,"-12,000",-0.93,"282,921","360,448",0.05
2016-03-19,"1,261,000","1,287,000",5,1,▲,"23,000",1.82,"277,600","352,602",0.05
2016-03-18,"1,269,000","1,281,000",10,5,▼,"-18,000",-1.4,"321,554","406,976",0.05
2016-03-17,"1,292,000","1,302,000",5,10,▼,"-1,000",-0.08,"307,047","397,214",0.04
2016-03-16,"1,270,000","1,283,000",6,5,▼,"-12,000",-0.93,"399,820","508,868",0.03
2016-03-15,"1,344,000","1,345,000",2,6,▼,"-50,000",-3.72,"554,025","721,447",0.04
2016-03-14,"1,354,000","1,355,000",10,2, ,0,0,"296,891","399,563",0.03
2016-03-13,"1,326,000","1,350,000",1,10,▲,"20,000",1.51,"289,928","387,760",0.02
2016-03-12,"1,342,000","1,347,000",4,1,▼,"-23,000",-1.71,"197,976","263,034",0.03
2016-03-11,"1,335,000","1,348,000",2,4,▲,"8,000",0.6,"294,895","395,441",0.04
2016-03-10,"1,321,000","1,348,000",6,2,▲,"20,000",1.52,"612,875","818,462",0.04
2016-03-09,"1,306,000","1,328,000",3,6,▲,"26,000",2.01,"389,471","513,970",0.04
2016-03-08,"1,303,000","1,304,000",6,3,▼,"-4,000",-0.31,"205,823","266,433",0.04
2016-03-07,"1,285,000","1,305,000",4,6,▲,"55,000",4.42,"246,024","318,484",0.04
2016-03-06,"1,240,000","1,267,000",6,4,▼,"-20,000",-1.58,"312,338","391,305",0.03
2016-03-05,"1,300,000","1,304,000",3,6,▼,"-37,000",-2.85,"320,335","409,158",0.03
2016-03-04,"1,292,000","1,315,000",1,3,▼,"-9,000",-0.69,"381,803","494,957",0.04
2016-03-03,"1,280,000","1,334,000",0,1,▲,"34,000",2.67,"676,303","884,555",0.05
2016-03-02,"1,260,000","1,278,000",12,0,▲,"42,000",3.41,"382,995","485,596",0.06
2016-03-01,"1,195,000","1,233,000",2,12,▲,"61,000",5.2,"534,352","649,534",0.07
2016-02-29,"1,169,000","1,174,000",5,2,▲,"14,000",1.21,"273,339","319,282",0.07
2016-02-28,"1,153,000","1,172,000",1,5,▼,"-12,000",-1.03,"273,353","315,285",0.07
2016-02-27,"1,165,000","1,175,000",3,1,▲,"8,000",0.69,"292,532","341,759",0.06
2016-02-26,"1,165,000","1,170,000",10,3,▼,"-29,000",-2.43,"258,087","299,545",0.08
2016-02-25,"1,202,000","1,203,000",5,10,▼,"-4,000",-0.33,"240,244","287,638",0.08
2016-02-24,"1,180,000","1,202,000",2,5,▲,"41,000",3.55,"497,504","593,343",0.08
2016-02-23,"1,179,000","1,185,000",1,2,▼,"-14,000",-1.2,"292,655","341,206",0.1
2016-02-22,"1,148,000","1,178,000",3,1,▲,"16,000",1.39,"317,913","369,924",0.1
2016-02-21,"1,145,000","1,155,000",0,3,▲,"13,000",1.14,"305,730","349,937",0.12
2016-02-20,"1,096,000","1,144,000",7,0,▲,"48,000",4.4,"542,252","608,257",0.11
2016-02-19,"1,121,000","1,126,000",4,7,▼,"-27,000",-2.42,"500,103","552,686",0.1
2016-02-18,"1,129,000","1,133,000",5,4,▼,"-9,000",-0.8,"361,358","403,435",0.09
2016-02-17,"1,135,000","1,142,000",6,5,▲,"1,000",0.09,"355,742","400,918",0.08
2016-02-16,"1,135,000","1,138,000",0,6,▼,"-35,000",-3.01,"426,705","482,220",0.08
2016-02-15,"1,194,000","1,194,000",5,0,▼,"-24,000",-2.03,"423,970","494,869",0.08
2016-02-14,"1,187,000","1,194,000",1,5,▼,"-6,000",-0.5,"181,784","215,381",0.08
2016-02-13,"1,182,000","1,197,000",3,1,▲,"16,000",1.36,"383,678","454,753",0.08
2016-02-12,"1,182,000","1,193,000",3,3,▲,"1,000",0.09,"316,380","372,774",0.08
2016-02-11,"1,208,000","1,209,000",3,3,▼,"-27,000",-2.25,"383,135","453,284",0.08
2016-02-10,"1,167,000","1,201,000",2,3,▲,"33,000",2.83,"373,478","441,048",0.08
2016-02-09,"1,167,000","1,180,000",4,2,▲,"1,000",0.09,"208,420","243,377",0.08
2016-02-08,"1,140,000","1,177,000",1,4,▲,"28,000",2.46,"471,673","545,720",0.08
2016-02-07,"1,133,000","1,149,000",6,1,▲,"7,000",0.62,"506,211","577,622",0.06
2016-02-06,"1,171,000","1,178,000",0,6,▼,"-50,000",-4.23,"828,723","943,558",0.05
2016-02-05,"1,189,000","1,202,000",1,0,▼,"-45,000",-3.67,"626,943","745,154",0.05
2016-02-04,"1,234,000","1,242,000",5,1,▼,"-25,000",-2,"255,553","314,783",0.05
2016-02-03,"1,249,000","1,265,000",10,5,▲,"8,000",0.64,"265,743","332,796",0.06
2016-02-02,"1,245,000","1,247,000",5,10,▲,"1,000",0.08,"297,169","367,870",0.06
2016-02-01,"1,240,000","1,257,000",6,5,▲,"26,000",2.14,"352,506","439,672",0.05
2016-01-31,"1,250,000","1,260,000",2,6,▼,"-44,000",-3.49,"609,612","747,419",0.05
2016-01-30,"1,269,000","1,271,000",10,2,▼,"-10,000",-0.79,"441,585","556,961",0.05
2016-01-29,"1,266,000","1,274,000",1,10,▲,"16,000",1.27,"191,611","242,555",0.05
2016-01-28,"1,246,000","1,260,000",4,1,▼,"-13,000",-1.03,"176,329","221,034",0.06
2016-01-27,"1,272,000","1,275,000",2,4,▲,"21,000",1.68,"198,491","251,964",0.05
2016-01-26,"1,275,000","1,275,000",6,2,▼,"-18,000",-1.42,"199,521","250,696",0.06
2016-01-25,"1,239,000","1,265,000",3,6,▲,"62,000",5.15,"419,412","523,061",0.06
2016-01-24,"1,201,000","1,209,000",6,3,▲,"7,000",0.59,"257,449","309,336",0.06
2016-01-23,"1,198,000","1,205,000",4,6,▼,"-37,000",-3,"361,840","433,875",0.07
2016-01-22,"1,213,000","1,237,000",6,4,▲,"22,000",1.82,"272,252","333,260",0.06
2016-01-21,"1,213,000","1,213,000",3,6,▼,"-15,000",-1.22,"442,818","532,856",0.06
2016-01-20,"1,238,000","1,240,000",1,3,▼,"-12,000",-0.97,"254,380","311,263",0.06
2016-01-19,"1,212,000","1,238,000",0,1,▲,"13,000",1.06,"216,876","265,759",0.06
2016-01-18,"1,233,000","1,246,000",12,0, ,0,0,"203,783","250,900",0.06
2016-01-17,"1,213,000","1,225,000",2,12,▲,"4,000",0.33,"305,365","369,817",0.06
2016-01-16,"1,240,000","1,240,000",5,2,▼,"-19,000",-1.53,"323,898","392,874",0.07
2016-01-15,"1,255,000","1,255,000",1,5,▲,"31,000",2.56,"476,938","591,213",0.08
2016-01-14,"1,194,000","1,216,000",3,1,▲,"43,000",3.69,"475,248","572,558",0.07
2016-01-13,"1,204,000","1,205,000",10,3,▼,"-57,000",-4.66,"602,891","711,703",0.06
2016-01-12,"1,230,000","1,243,000",5,10,▼,"-7,000",-0.57,"663,431","807,496",0.05
2016-01-11,"1,298,000","1,300,000",2,5,▼,"-81,000",-6.18,"772,389","967,696",0.05
2016-01-10,"1,304,000","1,320,000",1,2,▼,"-3,000",-0.23,"312,381","408,620",0.05
2016-01-09,"1,305,000","1,327,000",3,1,▲,"11,000",0.84,"302,375","397,673",0.05
2016-01-08,"1,315,000","1,323,000",0,3,▼,"-24,000",-1.81,"273,746","358,239",0.05
2016-01-07,"1,329,000","1,336,000",7,0,▼,"-4,000",-0.3,"263,434","350,199",0.05
2016-01-06,"1,335,000","1,348,000",4,7,▼,"-10,000",-0.75,"253,520","338,453",0.04
2016-01-05,"1,348,000","1,352,000",5,4,▼,"-1,000",-0.07,"241,223","323,839",0.03
2016-01-04,"1,342,000","1,353,000",6,5,▼,"-18,000",-1.32,"378,463","505,302",0.03
2016-01-03,"1,375,000","1,398,000",0,6,▼,"-41,000",-2.93,"410,013","560,377",0.03
2016-01-02,"1,402,000","1,410,000",5,0,▼,"-9,000",-0.64,"206,721","289,812",0.03
2016-01-01,"1,410,000","1,418,000",1,5,▲,"20,000",1.44,"368,585","519,176",0.03
2015-12-31,"1,395,000","1,409,000",3,1,▲,"16,000",1.16,"315,924","440,609",0.03
2015-12-30,"1,355,000","1,383,000",3,3,▲,"34,000",2.54,"318,334","436,276",0.04
2015-12-29,"1,320,000","1,340,000",3,3,▲,"35,000",2.68,"330,125","439,864",0.04
2015-12-28,"1,304,000","1,315,000",2,3,▲,"22,000",1.71,"276,830","361,423",0.04
2015-12-27,"1,265,000","1,286,000",4,2,▲,"4,000",0.31,"265,092","337,589",0.04
2015-12-26,"1,269,000","1,280,000",1,4,▼,"-3,000",-0.23,"168,229","214,054",0.04
2015-12-25,"1,294,000","1,297,000",6,1,▼,"-25,000",-1.91,"198,642","254,732",0.05
2015-12-24,"1,292,000","1,307,000",0,6,▲,"14,000",1.08,"263,389","342,393",0.04
2015-12-23,"1,277,000","1,302,000",1,0,▲,"44,000",3.52,"345,320","444,970",0.04
2015-12-22,"1,251,000","1,264,000",5,1,▼,"-10,000",-0.79,"291,687","364,810",0.04
2015-12-21,"1,273,000","1,276,000",10,5,▼,"-9,000",-0.71,"305,181","385,565",0.04
2015-12-20,"1,265,000","1,277,000",5,10,▼,"-5,000",-0.39,"709,175","896,722",0.02
2015-12-19,"1,283,000","1,299,000",6,5,▼,"-38,000",-2.9,"505,706","644,525",0.03
2015-12-18,"1,314,000","1,320,000",2,6,▼,"-6,000",-0.46,"223,655","293,869",0.03
2015-12-17,"1,320,000","1,330,000",10,2,▼,"-15,000",-1.13,"172,210","226,497",0.03
2015-12-16,"1,327,000","1,334,000",1,10,▲,"2,000",0.15,"205,972","272,600",0.02
2015-12-15,"1,302,000","1,335,000",4,1,▲,"10,000",0.76,"258,692","339,867",0.03
2015-12-14,"1,331,000","1,351,000",2,4,▼,"-15,000",-1.12,"291,987","389,282",0.04
2015-12-13,"1,320,000","1,339,000",6,2,▲,"36,000",2.77,"330,512","436,828",0.04
2015-12-12,"1,275,000","1,299,000",3,6,▲,"24,000",1.88,"251,937","322,860",0.03
2015-12-11,"1,270,000","1,280,000",6,3,▼,"-5,000",-0.39,"305,967","388,086",0.03
2015-12-10,"1,299,000","1,299,000",4,6,▼,"-22,000",-1.69,"233,777","300,843",0.03
2015-12-09,"1,300,000","1,308,000",6,4,▼,"-9,000",-0.69,"198,516","258,199",0.04
2015-12-08,"1,285,000","1,311,000",3,6,▲,"36,000",2.82,"283,880","368,009",0.04
2015-12-07,"1,268,000","1,275,000",1,3,▲,"14,000",1.11,"184,819","234,725",0.04
2015-12-06,"1,243,000","1,274,000",0,1,▲,"3,000",0.24,"217,307","274,301",0.04
2015-12-05,"1,235,000","1,263,000",12,0,▲,"16,000",1.29,"253,830","318,056",0.03
2015-12-04,"1,260,000","1,260,000",2,12,▼,"-25,000",-1.97,"258,654","323,223",0.03
2015-12-03,"1,267,000","1,277,000",5,2,▲,"7,000",0.56,"238,807","303,024",0.03
2015-12-02,"1,235,000","1,268,000",1,5,▲,"22,000",1.78,"237,833","298,154",0.03
2015-12-01,"1,260,000","1,267,000",3,1,▼,"-12,000",-0.96,"361,632","452,268",0.02
2015-11-30,"1,251,000","1,260,000",10,3, ,0,0,"281,014","351,663",0.02
2015-11-29,"1,230,000","1,255,000",5,10,▲,"29,000",2.38,"367,328","458,175",0.02
2015-11-28,"1,200,000","1,229,000",2,5,▲,"11,000",0.91,"239,728","292,667",0.02
2015-11-27,"1,224,000","1,226,000",1,2,▼,"-20,000",-1.63,"236,760","288,041",0.02
2015-11-26,"1,191,000","1,231,000",3,1,▲,"50,000",4.24,"365,212","442,079",0.02
2015-11-25,"1,180,000","1,186,000",0,3,▲,"8,000",0.68,"406,211","477,632",0.02
2015-11-24,"1,175,000","1,183,000",7,0,▼,"-8,000",-0.68,"230,554","270,799",0.02
2015-11-23,"1,179,000","1,193,000",4,7,▲,"6,000",0.51,"211,532","249,327",0.02
2015-11-22,"1,190,000","1,191,000",5,4,▼,"-8,000",-0.68,"223,655","262,293",0.01
2015-11-21,"1,215,000","1,217,000",6,5,▼,"-24,000",-1.99,"360,682","431,099",0.01
2015-11-20,"1,191,000","1,209,000",0,6,▲,"21,000",1.77,"345,618","415,273",0.02
2015-11-19,"1,196,000","1,200,000",5,0,▲,"14,000",1.2,"333,027","396,598",0.02
2015-11-18,"1,174,000","1,180,000",1,5,▼,"-9,000",-0.76,"168,265","197,063",0.02
2015-11-17,"1,153,000","1,186,000",3,1,▲,"20,000",1.72,"284,960","334,946",0.02
2015-11-16,"1,173,000","1,179,000",3,3,▼,"-37,000",-3.09,"465,609","540,325",0.02
2015-11-15,"1,182,000","1,200,000",3,3,▲,"17,000",1.44,"235,724","280,572",0.02
2015-11-14,"1,175,000","1,198,000",2,3,▲,"5,000",0.43,"216,328","255,474",0.02
2015-11-13,"1,178,000","1,194,000",4,2,▼,"-1,000",-0.09,"296,550","336,858",0.02
2015-11-12,"1,159,000","1,180,000",1,4,▲,"41,000",3.61,"346,676","406,109",0.02
2015-11-11,"1,130,000","1,140,000",6,1, ,0,0,"308,603","349,496",0.03
2015-11-10,"1,098,000","1,138,000",0,6,▲,"55,000",5.09,"570,588","642,394",0.04
2015-11-09,"1,084,000","1,089,000",1,0,▼,"-3,000",-0.28,"246,511","266,708",0.04
2015-11-08,"1,069,000","1,089,000",5,1,▲,"21,000",1.98,"320,760","346,215",0.04
2015-11-07,"1,084,000","1,084,000",10,5,▼,"-22,000",-2.03,"372,318","397,162",0.02
2015-11-06,"1,087,000","1,090,000",5,10,▼,"-8,000",-0.73,"480,585","513,797",0.02
2015-11-05,"1,099,000","1,100,000",6,5,▼,"-1,000",-0.09,"236,880","258,430",0.03
2015-11-04,"1,077,000","1,096,000",2,6,▲,"19,000",1.77,"238,611","259,187",0.03
2015-11-03,"1,084,000","1,091,000",10,2,▲,"8,000",0.75,"317,585","342,042",0.02
2015-11-02,"1,071,000","1,084,000",1,10,▼,"-14,000",-1.3,"357,253","380,342",0.02
2015-11-01,"1,086,000","1,104,000",4,1,▲,"1,000",0.09,"448,986","485,314",0.02
2015-10-31,"1,107,000","1,107,000",2,4,▼,"-28,000",-2.53,"458,731","499,504",0.02
2015-10-30,"1,105,000","1,120,000",6,2,▼,"-8,000",-0.72,"434,959","481,136",0.02
2015-10-29,"1,129,000","1,130,000",3,6,▼,"-10,000",-0.89,"327,408","366,648",0.02
2015-10-28,"1,120,000","1,125,000",6,3,▲,"12,000",1.08,"255,060","285,221",0.02
2015-10-27,"1,116,000","1,121,000",4,6,▼,"-1,000",-0.09,"353,212","393,000",0.02
2015-10-26,"1,092,000","1,125,000",6,4,▲,"9,000",0.81,"455,736","507,894",0.03
2015-10-25,"1,090,000","1,105,000",3,6,▲,"33,000",3.08,"512,607","561,667",0.04
2015-10-24,"1,038,000","1,072,000",1,3,▲,"42,000",4.08,"448,056","474,050",0.04
2015-10-23,"1,051,000","1,052,000",0,1,▼,"-6,000",-0.58,"307,608","317,114",0.04
2015-10-22,"1,041,000","1,048,000",12,0,▲,"6,000",0.58,"342,322","355,152",0.04
2015-10-21,"1,040,000","1,040,000",2,12,▼,"-16,000",-1.53,"232,948","239,196",0.04
2015-10-20,"1,028,000","1,050,000",5,2,▲,"18,000",1.75,"293,017","305,291",0.04
2015-10-19,"1,016,000","1,029,000",1,5,▲,"7,000",0.69,"371,462","378,761",0.03
2015-10-18,"1,017,000","1,024,000",3,1,▼,"-5,000",-0.49,"382,904","389,818",0.03
2015-10-17,"1,021,000","1,036,000",10,3,▲,"10,000",0.98,"409,381","421,469",0.02
2015-10-16,"1,040,000","1,041,000",5,10,▼,"-24,000",-2.31,"387,166","394,889",0.02
2015-10-15,"1,056,000","1,066,000",2,5,▼,"-15,000",-1.42,"376,753","391,885",0.02
2015-10-14,"1,073,000","1,079,000",1,2,▼,"-25,000",-2.31,"346,691","368,336",0.02
2015-10-13,"1,105,000","1,110,000",3,1,▼,"-25,000",-2.26,"342,389","372,043",0.02
2015-10-12,"1,093,000","1,105,000",0,3,▲,"25,000",2.31,"339,046","373,086",0.02
2015-10-11,"1,070,000","1,080,000",7,0,▲,"22,000",2.08,"263,300","282,680",0.02
2015-10-10,"1,062,000","1,077,000",4,7,▼,"-3,000",-0.28,"218,898","233,118",0.02
2015-10-09,"1,073,000","1,073,000",5,4,▼,"-12,000",-1.12,"220,925","235,630",0.02
2015-10-08,"1,068,000","1,080,000",6,5,▲,"7,000",0.66,"226,189","242,562",0.02
2015-10-07,"1,067,000","1,075,000",0,6,▼,"-2,000",-0.19,"124,469","133,080",0.02
2015-10-06,"1,056,000","1,074,000",5,0,▲,"16,000",1.52,"246,478","263,488",0.02
2015-10-05,"1,045,000","1,053,000",1,5,▼,"-5,000",-0.47,"213,171","223,537",0.02
2015-10-04,"1,035,000","1,057,000",3,1,▲,"45,000",4.45,"408,316","426,209",0.02
2015-10-03,"1,008,000","1,029,000",3,3,▲,"5,000",0.5,"275,516","279,742",0.02
2015-10-02,"1,045,000","1,045,000",3,3,▼,"-38,000",-3.64,"410,694","416,102",0.02
2015-10-01,"1,021,000","1,045,000",2,3,▲,"30,000",2.96,"245,774","254,108",0.02
2015-09-30,"1,029,000","1,036,000",4,2,▼,"-25,000",-2.4,"339,605","347,706",0.02
2015-09-29,"1,034,000","1,045,000",1,4,▼,"-10,000",-0.95,"421,590","436,593",0.02
2015-09-28,"1,074,000","1,075,000",6,1,▼,"-34,000",-3.14,"265,044","282,106",0.02
2015-09-27,"1,063,000","1,084,000",0,6,▲,"31,000",2.94,"243,479","262,340",0.02
2015-09-26,"1,049,000","1,074,000",1,0,▼,"-11,000",-1.03,"276,388","292,146",0.02
2015-09-25,"1,057,000","1,083,000",5,1,▲,"8,000",0.76,"521,081","555,017",0.02
2015-09-24,"1,050,000","1,068,000",10,5,▲,"12,000",1.15,"395,486","417,806",0.02
2015-09-23,"1,057,000","1,070,000",5,10,▼,"-22,000",-2.06,"292,758","308,377",0.02
2015-09-22,"1,069,000","1,073,000",6,5,▲,"16,000",1.52,"297,501","317,222",0.01
2015-09-21,"1,061,000","1,071,000",2,6,▼,"-24,000",-2.23,"439,388","465,999",0.02
2015-09-20,"1,035,000","1,080,000",10,2,▲,"70,000",6.97,"694,628","735,398",0.02
2015-09-19,"1,000,000","1,010,000",1,10,▼,"-1,000",-0.1,"394,423","396,443",0.02
2015-09-18,"990,000","1,005,000",4,1,▲,"27,000",2.76,"552,503","551,962",0.02
2015-09-17,"959,000","982,000",2,4,▲,"31,000",3.27,"315,940","308,544",0.02
2015-09-16,"929,000","953,000",6,2,▲,"4,000",0.42,"233,962","221,076",0.02
2015-09-15,"922,000","953,000",3,6,▲,"8,000",0.86,"273,680","256,609",0.02
2015-09-14,"948,000","960,000",6,3,▼,"-28,000",-2.91,"307,043","288,701",0.02
2015-09-13,"950,000","971,000",4,6,▲,"13,000",1.37,"241,829","231,743",0.02
2015-09-12,"951,000","960,000",6,4,▼,"-13,000",-1.35,"256,942","242,568",0.02
2015-09-11,"971,000","977,000",3,6,▼,"-17,000",-1.73,"326,670","315,953",0.02
2015-09-10,"982,000","992,000",1,3,▲,"5,000",0.51,"259,445","253,396",0.02
2015-09-09,"995,000","1,003,000",0,1,▼,"-21,000",-2.11,"339,267","335,326",0.02
2015-09-08,"986,000","1,000,000",12,0, ,0,0,"234,838","232,789",0.02
2015-09-07,"988,000","1,002,000",2,12,▲,"13,000",1.32,"282,989","282,079",0.02
2015-09-06,"945,000","984,000",5,2,▲,"48,000",5.13,"486,576","468,318",0.01
2015-09-05,"967,000","973,000",1,5,▼,"-50,000",-5.08,"624,218","593,755",0.02
2015-09-04,"970,000","988,000",3,1,▲,"15,000",1.55,"386,372","379,130",0.01
2015-09-03,"986,000","990,000",10,3,▼,"-23,000",-2.32,"341,584","333,824",0.02
2015-09-02,"996,000","1,000,000",5,10,▼,"-12,000",-1.19,"280,586","278,984",0.01
2015-09-01,"983,000","1,005,000",2,5,▲,"38,000",3.93,"535,139","534,202",0.01
2015-08-31,"962,000","971,000",1,2,▼,"-4,000",-0.41,"328,782","316,855",0.01
2015-08-30,"970,000","978,000",3,1,▼,"-19,000",-1.92,"569,636","553,598",0.01
2015-08-29,"968,000","999,000",0,3,▲,"22,000",2.27,"620,094","613,517",0
2015-08-28,"941,000","970,000",7,0,▲,"23,000",2.43,"476,217","459,146",0.01
2015-08-27,"928,000","946,000",4,7,▲,"21,000",2.27,"537,992","504,382",0
2015-08-26,"929,000","939,000",5,4,▼,"-10,000",-1.07,"349,475","323,667",0
2015-08-25,"933,000","946,000",6,5,▼,"-11,000",-1.16,"250,360","232,443",0
2015-08-24,"936,000","951,000",0,6,▲,"4,000",0.43,"365,737","345,409",0.01
2015-08-23,"913,000","943,000",5,0,▲,"24,000",2.62,"376,214","351,052",0.01
2015-08-22,"920,000","925,000",1,5,▲,"10,000",1.1,"466,429","428,527",0
2015-08-21,"886,000","920,000",3,1,▲,"21,000",2.37,"569,192","518,883",0
